feature	is.community.feat	pheno	domain	trait	mb.coef	age.coef	DR.1D.coef	DR.2D.coef	DR.20.coef	DR.40.coef	mb.pval	mb.padj
TF0111	N	MetCage_YBreak	MetCage	YBreak	 0.04829485	 0.27505891	-0.14896611	 0.03453099	-0.45878989	-0.33909405	0.05330929	0.42121823
Turicibacter	N	MetCage_YBreak	MetCage	YBreak	-0.04288369	 0.27828578	-0.16929234	 0.01645513	-0.49717460	-0.37222093	0.07795055	0.47495438
UBA11940	N	MetCage_YBreak	MetCage	YBreak	-0.01782641	 0.26002596	-0.15673180	 0.02171459	-0.48229764	-0.39604728	0.45953470	0.83507738
UBA11957	N	MetCage_YBreak	MetCage	YBreak	-0.00612526	 0.26303096	-0.15799900	 0.02190331	-0.48066851	-0.39689500	0.81610309	0.96118440
UBA1394	N	MetCage_YBreak	MetCage	YBreak	-0.02841918	 0.26147266	-0.15372558	 0.01316729	-0.47333212	-0.38479939	0.21724895	0.66551237
UBA1405	N	MetCage_YBreak	MetCage	YBreak	 0.04277546	 0.26401585	-0.15227462	 0.04563745	-0.45820871	-0.37674653	0.06505035	0.44824988
UBA2882	N	MetCage_YBreak	MetCage	YBreak	-0.00839281	 0.26452633	-0.15711452	 0.02133056	-0.47713843	-0.38736322	0.72179665	0.93489498
UBA3282	N	MetCage_YBreak	MetCage	YBreak	-0.00464139	 0.26354568	-0.15550497	 0.02596929	-0.47812792	-0.39155320	0.83448712	0.96637360
UBA3700	N	MetCage_YBreak	MetCage	YBreak	-0.01485999	 0.26138810	-0.15278254	 0.02716881	-0.47373919	-0.38506922	0.52398750	0.86701011
UBA3700NOV	N	MetCage_YBreak	MetCage	YBreak	-0.04199997	 0.25908790	-0.14447687	 0.03848899	-0.45320988	-0.34859153	0.07400556	0.46894520
UBA3818	N	MetCage_YBreak	MetCage	YBreak	-0.00808846	 0.26402834	-0.15754505	 0.02336493	-0.48171454	-0.39299350	0.72752886	0.93698968
UBA7160	N	MetCage_YBreak	MetCage	YBreak	-0.02033555	 0.26351444	-0.14714983	 0.03948865	-0.47483417	-0.39402640	0.36747428	0.78695422
UBA7173	N	MetCage_YBreak	MetCage	YBreak	-0.07980177	 0.26183962	-0.13546513	 0.04024680	-0.44917239	-0.36351338	0.00041583	0.02864453
UBA7182	N	MetCage_YBreak	MetCage	YBreak	 0.05028136	 0.27315931	-0.14420937	 0.04524308	-0.45168108	-0.32578836	0.05719208	0.43078097
UBA946	N	MetCage_YBreak	MetCage	YBreak	-0.05088364	 0.26105605	-0.17382057	-0.00998393	-0.48694918	-0.38250216	0.02773141	0.31792819
UBA9475	N	MetCage_YBreak	MetCage	YBreak	-0.01213469	 0.26211199	-0.15971559	 0.02168710	-0.48117794	-0.39429225	0.60606894	0.89969168
UBA9502	N	MetCage_YBreak	MetCage	YBreak	 0.03169579	 0.26757492	-0.13985640	 0.04021835	-0.45712184	-0.35730129	0.19662061	0.64420569
UMGS1004	N	MetCage_YBreak	MetCage	YBreak	-0.02672881	 0.26044602	-0.15197669	 0.03287906	-0.46144669	-0.36383637	0.25745558	0.69835936
UMGS1217	N	MetCage_YBreak	MetCage	YBreak	 0.00742851	 0.26461659	-0.15507735	 0.02904493	-0.47693110	-0.38778266	0.73624956	0.93961613
UMGS1370	N	MetCage_YBreak	MetCage	YBreak	 0.01713616	 0.26430782	-0.14662613	 0.03878325	-0.46368356	-0.36949671	0.48855622	0.85081598
UMGS1815	N	MetCage_YBreak	MetCage	YBreak	-0.05394545	 0.26612023	-0.13678354	 0.05440192	-0.42051378	-0.31833207	0.04135242	0.37988851
UMGS1872	N	MetCage_YBreak	MetCage	YBreak	 0.00261398	 0.26404701	-0.15468457	 0.02759984	-0.47601798	-0.38836011	0.90964463	0.98569153
UMGS268	N	MetCage_YBreak	MetCage	YBreak	-0.03982056	 0.25328884	-0.15480773	 0.02007247	-0.47608708	-0.38485603	0.08639823	0.49037342
X142	N	MetCage_YBreak	MetCage	YBreak	 0.04342177	 0.26630081	-0.14998403	 0.02613620	-0.46055575	-0.36392036	0.05849540	0.43445208
X1XD4269	N	MetCage_YBreak	MetCage	YBreak	 0.03024826	 0.26853615	-0.14225796	 0.04103893	-0.47659300	-0.39168764	0.17532714	0.62355223
X1XD876	N	MetCage_YBreak	MetCage	YBreak	 0.04776077	 0.26107335	-0.14510292	 0.04580569	-0.46541188	-0.37706050	0.03127441	0.33387435
uniq	Y	MetCage_YBreak	MetCage	YBreak	-0.04692297	 0.27632367	-0.14192548	 0.04346141	-0.45676134	-0.36509730	0.05305277	0.42072962
AF3328	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00439916	 0.22775841	-0.08786654	 0.00611031	-0.51829428	-0.89062791	0.83699204	0.96689494
AM0715	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02769966	 0.22260130	-0.08874031	 0.00363653	-0.53429975	-0.90342513	0.23788560	0.68555127
ASF356	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.07657617	 0.24960088	-0.07981222	 0.01813071	-0.49950242	-0.84372199	0.00118018	0.05758566
Acetatifactor	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01875575	 0.22984841	-0.08369025	 0.00306013	-0.51592605	-0.89313093	0.38651786	0.79858426
Acutalibacter	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01632652	 0.22863510	-0.08058976	 0.01362352	-0.50714016	-0.87794915	0.45366853	0.83150561
Adlercreutzia	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00612980	 0.22819243	-0.08465425	 0.00958527	-0.51510683	-0.89000718	0.78903044	0.95290190
Akkermansia	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.04125802	 0.23149818	-0.09293422	-0.00469462	-0.50963779	-0.86035917	0.06481235	0.44748753
Alistipes	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02370832	 0.23737559	-0.08927024	 0.00385033	-0.51615645	-0.88791317	0.31117302	0.74516406
Anaerotignum	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01963005	 0.23025775	-0.09099309	 0.00263144	-0.52084436	-0.88943941	0.37020117	0.78815975
Anaerotruncus	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.03534186	 0.22609235	-0.07361902	 0.02118564	-0.50008301	-0.86448470	0.10907068	0.52882182
AnaerovoracaceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00540911	 0.22801242	-0.08593874	 0.00780015	-0.51759902	-0.88794776	0.80232849	0.95753260
Angelakisella	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00558779	 0.22855755	-0.08445512	 0.00977777	-0.51407822	-0.88657512	0.80568378	0.95889608
Bacteroides	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.06742431	 0.23823702	-0.06849947	 0.03879933	-0.50081705	-0.87665240	0.00212113	0.08255152
Bifidobacterium	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.07005276	 0.26313254	-0.09903255	 0.01229192	-0.53702972	-0.86662027	0.00511701	0.13911870
BorkfalkiaceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01326861	 0.23027530	-0.08755467	 0.00719136	-0.52294729	-0.89555205	0.55276926	0.87713214
ButyricicoccaceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02378864	 0.22893701	-0.07749057	 0.02032488	-0.51052444	-0.88502505	0.27031391	0.71011304
CAG115	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00766230	 0.22686233	-0.08769818	 0.00825505	-0.51751002	-0.89073420	0.72902216	0.93747719
CAG145	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.03913122	 0.22533313	-0.08055576	 0.00483309	-0.51563204	-0.89467834	0.07697520	0.47272971
CAG273	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01516349	 0.22583147	-0.08801688	 0.00505163	-0.51814895	-0.89127991	0.48495126	0.84856649
CAG274NOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.03537110	 0.23432281	-0.08112464	 0.03467471	-0.51215035	-0.86529874	0.13369162	0.56497307
CAG303	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02853806	 0.23185034	-0.08383904	 0.01288316	-0.52029614	-0.88416746	0.19290313	0.63987054
CAG41	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02298219	 0.22933975	-0.08023119	 0.02730102	-0.51739679	-0.88378298	0.29986514	0.73597116
CAG475	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.03553239	 0.22170221	-0.09344416	-0.01501667	-0.51862810	-0.88579424	0.12420216	0.55198343
CAG485	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.04612661	 0.23680094	-0.07550941	 0.02539507	-0.49789742	-0.86570029	0.04620113	0.39551000
CAG510	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01443878	 0.22467528	-0.08824986	 0.00821934	-0.51735209	-0.89642052	0.52318928	0.86650052
CAG552NOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01157617	 0.22525155	-0.08828136	 0.00548452	-0.51906383	-0.88860976	0.60967507	0.90071091
CAG56	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00666726	 0.22767086	-0.08657805	 0.00680305	-0.51932263	-0.89308113	0.76048527	0.94569933
CAG582	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00101343	 0.22790672	-0.08755680	 0.00537600	-0.51789803	-0.88899284	0.96291679	0.99483401
CAG776	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01367907	 0.22740889	-0.08530265	 0.00464972	-0.51719985	-0.88562405	0.52780065	0.86873082
CAG81	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.04849755	 0.22938726	-0.07601498	 0.01915917	-0.50741191	-0.87324623	0.02522020	0.30529709
CAG873	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.06195443	 0.22696210	-0.06307272	 0.03683166	-0.49851033	-0.86465375	0.00442257	0.12700720
CAG95	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01803634	 0.22967139	-0.08187464	 0.01093860	-0.51451973	-0.88446954	0.40680509	0.80919548
COE1	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.06319995	 0.23920023	-0.06756429	 0.03070162	-0.48938602	-0.82540982	0.00808867	0.17671057
Chao1	Y	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01127763	 0.22829771	-0.08820710	 0.00221890	-0.51858636	-0.88982969	0.57780909	0.88907955
Clostridium	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.03392422	 0.23260905	-0.09286476	-0.00540155	-0.52260279	-0.86998407	0.12128117	0.54616562
ClostridiumQ	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.03143473	 0.23149671	-0.08926628	-0.00291397	-0.51441832	-0.86698694	0.16020344	0.60277433
D1663	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00950029	 0.22814066	-0.09211942	-0.00001795	-0.52040839	-0.88382354	0.67573748	0.92066009
Desulfovibrio	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01417616	 0.23169014	-0.08390715	 0.00666598	-0.51688394	-0.88461002	0.53325211	0.87060810
Dorea	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02724406	 0.23062777	-0.07985685	 0.01125596	-0.51155196	-0.87130217	0.22017158	0.66977601
Dubosiella	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.03294245	 0.23922394	-0.10532906	-0.00653664	-0.52465966	-0.87877710	0.14803057	0.58622440
Duncaniella	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.05330428	 0.22560183	-0.06865297	 0.03486670	-0.50140082	-0.87151329	0.01337116	0.22896070
Emergencia	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00131679	 0.22833722	-0.08828221	 0.00454792	-0.51766994	-0.88784559	0.95849838	0.99411018
EnterococcusD	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01753872	 0.23280988	-0.08553601	 0.00771056	-0.51558732	-0.88409917	0.44480797	0.82754698
ErysipelatoclostridiaceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00221726	 0.22813681	-0.08831398	 0.00504037	-0.51849973	-0.88873257	0.91881162	0.98774061
Erysipelatoclostridium	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01931832	 0.22828329	-0.08282492	 0.00898221	-0.50932596	-0.88391124	0.37770075	0.79276174
ErysipelotrichaceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.03511527	 0.23215681	-0.09568463	 0.00015715	-0.52092433	-0.85321291	0.12406053	0.55172880
Escherichia	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02281584	 0.23161023	-0.08455491	 0.01285707	-0.51459202	-0.87771757	0.30989215	0.74424253
EubacteriumF	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01756809	 0.22614945	-0.08503687	 0.01083961	-0.51628323	-0.88966035	0.40889416	0.80960737
EubacteriumG	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01861897	 0.23159841	-0.08299918	 0.01007769	-0.51151239	-0.88136849	0.40476082	0.80810318
EubacteriumJ	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.04275315	 0.23324891	-0.07684224	 0.02116037	-0.49875461	-0.85156545	0.06160798	0.44032908
Evtepia	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02402208	 0.22748924	-0.08200015	 0.01306279	-0.50394326	-0.86863141	0.27372076	0.71217741
Flavonifractor	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01150275	 0.22792608	-0.08479509	 0.01024240	-0.51260667	-0.88199769	0.59807532	0.89643291
HungatellaA	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.04472637	 0.23593812	-0.08112762	 0.00328209	-0.51563844	-0.88139881	0.03961347	0.37344023
Ileibacterium	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01502098	 0.22911334	-0.08598803	 0.01924035	-0.51312505	-0.88013504	0.51233666	0.86164252
Kineothrix	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.03556909	 0.22294783	-0.09222916	-0.01159342	-0.53345298	-0.92427195	0.13493327	0.56647251
Lachnospira	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.05531563	 0.24110505	-0.10057488	-0.00507375	-0.51343154	-0.85611240	0.01553551	0.24514523
LachnospiraceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02207388	 0.23204094	-0.08350664	 0.00631905	-0.51358943	-0.88598739	0.31052520	0.74482940
Lactobacillus	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00894713	 0.22842497	-0.09073895	-0.00460565	-0.52320125	-0.89632972	0.70400277	0.92928012
Lawsonibacter	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00862061	 0.22798360	-0.08471075	 0.00999521	-0.51259034	-0.88482960	0.69436575	0.92624577
Ligilactobacillus	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02121172	 0.23697699	-0.07116550	 0.02623795	-0.50458600	-0.86764561	0.49001389	0.85153167
Limosilactobacillus	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00597121	 0.22887057	-0.08974242	-0.00091648	-0.52185673	-0.89474616	0.79683361	0.95551482
Mailhella	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00035667	 0.22810261	-0.08750422	 0.00564520	-0.51792786	-0.88936697	0.98702491	0.99848817
MarseilleP3106	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00361986	 0.22828317	-0.08751397	 0.00574288	-0.51854165	-0.88900654	0.86303476	0.97419239
MuribaculaceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.04965751	 0.24955617	-0.08118605	-0.00300321	-0.51341793	-0.87244716	0.04289249	0.38757894
Muribaculum	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.06256644	 0.23667237	-0.06627064	 0.03240688	-0.50386341	-0.86254576	0.00529084	0.14279850
Oscillibacter	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02819904	 0.23076427	-0.07791416	 0.02274485	-0.50437790	-0.87613698	0.20253661	0.65005805
OscillospiraceaeNOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01847251	 0.23036278	-0.08205160	 0.01735149	-0.51030217	-0.87966830	0.41666169	0.81323182
PCoA1	Y	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.07417712	 0.23895178	-0.05569680	 0.05553210	-0.47579233	-0.82431079	0.00169904	0.07148508
PCoA2	Y	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02930115	 0.23306790	-0.08190067	 0.01216414	-0.50394222	-0.85416915	0.22255161	0.67179800
PCoA3	Y	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02366529	 0.22153991	-0.09080695	-0.00222395	-0.52327763	-0.89670300	0.30867665	0.74384020
Paramuribaculum	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.07717719	 0.23672555	-0.06341888	 0.03519968	-0.47309500	-0.83646048	0.00070626	0.04181834
Parvibacter	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01028378	 0.22838348	-0.09231641	-0.00101020	-0.52246240	-0.88673774	0.65521848	0.91538849
Prevotella	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.07184656	 0.22622768	-0.07215274	 0.03680319	-0.51332448	-0.89908266	0.00081337	0.04550048
Romboutsia	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02570672	 0.23205703	-0.09334863	-0.00307305	-0.51987562	-0.86654066	0.26444353	0.70541700
Roseburia	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00470001	 0.22879160	-0.09027005	 0.00271188	-0.51838511	-0.88784832	0.83142662	0.96577185
RuminiclostridiumE	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.03557819	 0.23448668	-0.08930395	 0.03244101	-0.51108153	-0.87252697	0.11742679	0.54044527
Schaedlerella	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.04040636	 0.23152415	-0.07458268	 0.02878077	-0.49185142	-0.85099626	0.08070001	0.48036442
Shannon	Y	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00369007	 0.22809416	-0.08650429	 0.00501064	-0.51679986	-0.88768460	0.86204126	0.97372801
Simpson	Y	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01207244	 0.22826966	-0.08389374	 0.00712732	-0.51382613	-0.88310495	0.57139703	0.88609458
Staphylococcus	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01075207	 0.22757092	-0.08655304	 0.00563662	-0.51852563	-0.89295828	0.61197849	0.90074094
TF0111	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.04788659	 0.23898483	-0.08142432	 0.01262132	-0.49983599	-0.83848371	0.04824536	0.40307725
Turicibacter	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.05105523	 0.24500446	-0.10449396	-0.00746336	-0.54206878	-0.86767508	0.03068551	0.33234140
UBA11940	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00185530	 0.22851605	-0.08740391	 0.00608223	-0.51737387	-0.88865100	0.93687421	0.99144844
UBA11957	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00348833	 0.22749650	-0.08923610	 0.00242591	-0.52005370	-0.89308961	0.89151881	0.98106631
UBA1394	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.02351010	 0.22590473	-0.08643677	-0.00603587	-0.51499923	-0.88471675	0.29359117	0.72978870
UBA1405	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01386722	 0.22802446	-0.08665618	 0.01150388	-0.51182482	-0.88481110	0.53903152	0.87256036
UBA2882	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00401978	 0.22830889	-0.08855652	 0.00264904	-0.51802517	-0.88789909	0.86068741	0.97346300
UBA3282	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00181643	 0.22788482	-0.08774712	 0.00496822	-0.51839478	-0.88978881	0.93278675	0.99053761
UBA3700	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00561948	 0.22708091	-0.08672348	 0.00545634	-0.51672861	-0.88734446	0.80424486	0.95847151
UBA3700NOV	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.03486166	 0.22388165	-0.07866876	 0.01484899	-0.49820535	-0.85453183	0.12711068	0.55500881
UBA3818	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00894379	 0.22804692	-0.09030124	 0.00115396	-0.52319153	-0.89238376	0.69199664	0.92525196
UBA7160	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01876021	 0.22754840	-0.08022676	 0.01675084	-0.51597807	-0.89268458	0.39201828	0.80091297
UBA7173	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.07937275	 0.22584611	-0.06795313	 0.01823436	-0.49039615	-0.86279048	0.00029867	0.02331734
UBA7182	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.05780929	 0.23856046	-0.07512504	 0.02615088	-0.48890325	-0.81525099	0.02428059	0.30018215
UBA946	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.03225232	 0.22616244	-0.09945398	-0.01802259	-0.52435303	-0.88443197	0.15080681	0.58911357
UBA9475	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.00631844	 0.22707057	-0.08999663	 0.00255219	-0.52012741	-0.89140155	0.78208502	0.95093759
UBA9502	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.03274063	 0.23168520	-0.07181330	 0.01899899	-0.49746088	-0.85525523	0.16915075	0.61591442
UMGS1004	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.01568358	 0.22596417	-0.08572955	 0.00872655	-0.50879539	-0.87377295	0.49394372	0.85277821
UMGS1217	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00181168	 0.22822851	-0.08758190	 0.00590780	-0.51793346	-0.88868307	0.93251547	0.99053761
UMGS1370	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.01773968	 0.22831872	-0.07885299	 0.01742668	-0.50418753	-0.86778483	0.46017135	0.83562645
UMGS1815	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.04644808	 0.22982204	-0.07171720	 0.02884616	-0.46915631	-0.82723998	0.07039154	0.46186879
UMGS1872	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.00721964	 0.22801263	-0.08650552	 0.00634140	-0.51539480	-0.88421986	0.74684315	0.94155513
UMGS268	N	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.03356671	 0.21897196	-0.08729621	-0.00051673	-0.51716893	-0.88473435	0.13653933	0.56879695
X142	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.04664691	 0.23051915	-0.08219420	 0.00426120	-0.50046500	-0.86117808	0.03621899	0.35766562
X1XD4269	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.02249630	 0.23144725	-0.07803748	 0.01577350	-0.51772051	-0.89041577	0.29887850	0.73495799
X1XD876	N	MetCage_YBreak.dark	MetCage	YBreak.dark	 0.06286221	 0.22410176	-0.07452738	 0.03013384	-0.50284110	-0.87179341	0.00346421	0.10850224
uniq	Y	MetCage_YBreak.dark	MetCage	YBreak.dark	-0.04115622	 0.23887057	-0.07609981	 0.01961936	-0.50030923	-0.86729821	0.08042710	0.48009142
AF3328	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.02453299	 0.23569520	-0.24738297	 0.00869190	-0.36437084	 0.06195251	0.28083342	0.71811797
AM0715	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.01378684	 0.23479706	-0.24639306	 0.00434452	-0.37064252	 0.06281491	0.57966892	0.88993703
ASF356	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.04368866	 0.24980221	-0.24108142	 0.01279350	-0.35185767	 0.09614494	0.08162277	0.48091176
Acetatifactor	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.00412445	 0.23789574	-0.24496286	 0.00478737	-0.36206340	 0.06918031	0.85752200	0.97269789
Acutalibacter	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.01273782	 0.23706522	-0.25116682	-0.00077331	-0.37094941	 0.06125297	0.58394101	0.89094589
Adlercreutzia	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.00891617	 0.23762876	-0.24143669	 0.01142097	-0.35845223	 0.06900872	0.71241313	0.93226813
Akkermansia	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.00403086	 0.23781415	-0.24629760	 0.00435970	-0.36164641	 0.07292462	0.86542258	0.97473833
Alistipes	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.02016331	 0.22981858	-0.24454169	 0.00689574	-0.36404692	 0.06862046	0.41434171	0.81176239
Anaerotignum	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.00058376	 0.23744599	-0.24568502	 0.00542992	-0.36245090	 0.07004239	0.97989961	0.99707737
Anaerotruncus	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.03231295	 0.23580161	-0.23327344	 0.01920299	-0.34626852	 0.09282979	0.16771098	0.61409862
AnaerovoracaceaeNOV	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.00173136	 0.23753767	-0.24630914	 0.00460920	-0.36264353	 0.06962946	0.93980675	0.99152052
Angelakisella	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.00885726	 0.23827281	-0.24088275	 0.01201062	-0.35649693	 0.07424636	0.71391831	0.93271117
Bacteroides	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.02109734	 0.24054741	-0.23959705	 0.01608790	-0.35688538	 0.07442895	0.36657635	0.78618647
Bifidobacterium	N	MetCage_YBreak.light	MetCage	YBreak.light	-0.03398619	 0.25421302	-0.25091720	 0.00935200	-0.37143943	 0.08148083	0.20049534	0.64782399
BorkfalkiaceaeNOV	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.02105196	 0.24089698	-0.24559245	 0.00835500	-0.37023822	 0.06030150	0.37284969	0.78945664
ButyricicoccaceaeNOV	N	MetCage_YBreak.light	MetCage	YBreak.light	 0.01671324	 0.23806503	-0.23881467	 0.01590795	-0.35731098	 0.07290441	0.46723043	0.83958518
